time;flow
118,486;3,251
118,504;3,244
118,522;3,236
118,54;3,229
118,558;3,222
118,576;3,215
118,594;3,209
118,612;3,202
118,63;3,196
118,648;3,19
118,666;3,184
118,684;3,178
118,702;3,173
118,72;3,168
118,738;3,163
118,756;3,159
118,774;3,154
118,792;3,151
118,81;3,147
118,828;3,144
118,846;3,141
118,864;3,139
118,882;3,136
118,9;3,134
118,918;3,133
118,936;3,131
118,954;3,13
118,972;3,129
118,99;3,128
119,008;3,128
119,026;3,127
119,044;3,127
119,062;3,127
119,08;3,127
119,098;3,127
119,116;3,128
119,134;3,128
119,152;3,129
119,17;3,129
119,188;3,13
119,206;3,13
119,224;3,131
119,242;3,132
119,26;3,132
119,278;3,133
119,296;3,134
119,314;3,134
119,332;3,135
119,35;3,135
119,368;3,136
119,386;3,136
119,404;3,136
119,422;3,136
119,44;3,136
119,458;3,136
119,476;3,135
119,494;3,135
119,512;3,134
119,53;3,133
119,548;3,132
119,566;3,13
119,584;3,128
119,602;3,126
119,62;3,124
119,638;3,121
119,656;3,118
119,674;3,115
119,692;3,111
119,71;3,107
119,728;3,103
119,746;3,098
119,764;3,093
119,782;3,088
119,8;3,082
119,818;3,076
119,836;3,07
119,854;3,063
119,872;3,056
119,89;3,049
119,908;3,042
119,926;3,034
119,944;3,026
119,962;3,018
119,98;3,01
119,998;3,002
120,016;2,994
120,034;2,985
120,052;2,976
120,07;2,967
120,088;2,958
120,106;2,949
120,124;2,94
120,142;2,931
120,16;2,922
120,178;2,913
120,196;2,904
120,214;2,894
120,232;2,885
120,25;2,876
120,268;2,867
120,286;2,858
120,304;2,848
120,322;2,839
120,34;2,831
120,358;2,822
120,376;2,813
120,394;2,805
120,412;2,796
120,43;2,788
120,448;2,78
120,466;2,772
120,484;2,764
120,502;2,757
120,52;2,749
120,538;2,742
120,556;2,736
120,574;2,729
120,592;2,723
120,61;2,717
120,628;2,711
120,646;2,706
120,664;2,701
120,682;2,696
120,7;2,691
120,718;2,687
120,736;2,683
120,754;2,679
120,772;2,676
120,79;2,672
120,808;2,669
120,826;2,666
120,844;2,663
120,862;2,66
120,88;2,658
120,898;2,656
120,916;2,653
120,934;2,651
120,952;2,649
120,97;2,648
120,988;2,646
121,006;2,644
121,024;2,643
121,042;2,641
121,06;2,64
121,078;2,639
121,096;2,637
