time;flow;dimless_flow;tau;harmonic_number;cos_harmonic_values1;sin_harmonic_values1;cos_harmonic_values2;sin_harmonic_values2;approximate_err_dimless_flow;approximate_dimless_flow;correlation;vartheta;flow_probability_y;flow_probability_x;flow_density_y;critical_prob_value
0,0307;10,3;0,9626168224299066;0,004020100502512563;10,0;-0,010631472143935136;-0,002780905252298958;-0,005195434126194706;0,01402941778098818;-0,031700946394739304;0,9309158760351673;0,22594889643800387;0,0804020100502512;0,031953376205787774;0,5526798130841124;0,35770030377804923;0,95
0,0323;10,4;0,97196261682243;0,00442211055276382;11,0;0,009325989249804491;-0,01446168008559216;-0,025439533874218795;0,031476402832839895;-0,03447457792823194;0,9374880388941981;0,26831149871525684;0,08844221105527632;0,0347668810289389;0,5689727102803741;0,1726829052721618;0,95
0,0339;10,5;0,9813084112149534;0,004824120603015076;12,0;0,0503458778524491;0,014953465410649316;0,016793825719130944;0,037491754957188254;-0,037595737978919797;0,9437126732360336;0,21448565630232022;0,09648241206030145;0,04521704180064307;0,5852656074766358;0,6413936481537431;0,95
0,0355;10,6;0,9906542056074766;0,0052261306532663315;13,0;0,00019848118336359473;0,02444652854671368;-0,014347570900386143;0,00540710456339375;-0,041082410906076006;0,9495717947014006;0,1866711899505169;0,10452261306532656;0,05767684887459804;0,6015585046728975;0,7647385804910013;0,95
0,0371;10,6;0,9906542056074766;0,005628140703517589;14,0;0,003954483123733677;0,01699306081627936;-0,005508383113680768;-0,001450305746937572;-0,03560593727565009;0,9550482683318265;0,20820397082137812;0,11256281407035168;0,07717041800643085;0,6178514018691592;1,1964458436714067;0,95
0,0387;10,6;0,9906542056074766;0,006030150753768844;15,0;0,0022334257828148982;-0,011370075641723237;0,018979544602416167;-0,024196078130421603;-0,03052830750661628;0,9601258981008604;0,18556889581309974;0,12060301507537681;0,08561093247588422;0,6341442990654209;0,5180487158164849;0,95
0,0403;10,6;0,9906542056074766;0,0064321608040201015;16,0;0,013736513846519955;-0,02374946611710475;0,009569843988386915;0,000587952826527226;-0,025864691075985657;0,964789514531491;0,19228665957386856;0,1286432160804019;0,119774919614148;0,6504371962616826;2,0968638497333996;0,95
0,0419;10,6;0,9906542056074766;0,006834170854271357;17,0;0,004841505287331865;0,008681020407921859;-0,021371769980208392;-0,016278644574257845;-0,02162914575687147;0,9690250598506052;0,2079796604836553;0,13668341708542706;0,1527331189710613;0,6667300934579443;2,022856890331044;0,95
0,0435;10,6;0,9906542056074766;0,007236180904522613;18,0;-0,011958003609806497;0,020911633339173192;0,003938659339186389;0,006463275987386229;-0,01783453547351599;0,9728196701339606;0,2326932582516673;0,14472361809045217;0,1844855305466241;0,683022990654206;1,9488499309286884;0,95
0,0451;10,6;0,9906542056074766;0,007638190954773871;19,0;-0,0010507182300957233;0,024193654976441353;0,025419315675549878;0,02631425889703196;-0,014492451706041631;0,976161753901435;0,2206137102973691;0,1527638190954773;0,20699356913183312;0,6993158878504677;1,3814632421772957;0,95
0,0467;10,6;0,9906542056074766;0,008040201005025126;20,0;-0,013404014971392922;0,019090419395111156;0,0066793719690420505;0,013689451401098007;-0,011613138975303694;0,9790410666321729;0,26697365507158055;0,1608040201005024;0,2540192926045021;0,7156087850467294;2,886271416691859;0,95
0,0483;10,6;0,9906542056074766;0,008442211055276384;21,0;0,021919814619839346;0,02524833169530651;-0,0027449112852060012;0,00645749211022129;-0,009205424924679573;0,9814487806827971;0,27382784591794834;0,16884422110552752;0,3159163987138272;0,7319016822429911;3,799023915987578;0,95
0,0499;10,6;0,9906542056074766;0,008844221105527638;22,0;-0,014141820367518163;0,0026466461947037656;0,014671010545503129;0,025711032892925964;-0,007276655498620999;0,9833775501088556;0,24648267752878947;0,17688442211055264;0,3798231511254031;0,7481945794392528;3,922368848324837;0,95
0,0515;10,6;0,9906542056074766;0,009246231155778894;23,0;0,021250213697249182;0,0127723184982786;0,019164869359338983;-0,001834632317734628;-0,005832635697192501;0,9848215699102841;0,18988243206724037;0,18492462311557778;0,40454180064308803;0,7644874766355145;1,5171426677482809;0,95
0,0531;10,5;0,9813084112149534;0,009648241206030151;24,0;0,02937785649665362;0,0058596617622754185;0,027777008483197457;0,0009834060597541088;0,004468218030648452;0,9857766292456018;0,12606764747127933;0,1929648241206029;0,4584003215434098;0,7807803738317762;3,3056441866385406;0,95
0,0547;10,4;0,97196261682243;0,010050251256281407;25,0;0,0017866187741998863;-0,006609994600791276;0,0012443647039059545;0,0032703132252259607;0,014277541364375645;0,9862401581868057;0,0824706990918389;0,201005025125628;0,5124598070739567;0,7970732710280379;3,3179786798722666;0,95
0,0563;10,3;0,9626168224299066;0,010452261306532665;26,0;0,01277501350237936;0,018150894051903534;0,0034734216454906943;0,013014427621045602;0,02359444518744569;0,9862112676173523;0,08736935682197182;0,20904522613065313;0,5815916398713847;0,8133661682242996;4,243065672401711;0,95
0,0579;10,2;0,9532710280373832;0,01085427135678392;27,0;0,0034416716027581;0,006045298125774162;-0,010306283228643296;0,01711301912832233;0,032419753871626766;0,9856907819090099;0,09433530813133237;0,21708542713567824;0,6147508038585231;0,8296590654205613;2,03519138356477;0,95
0,0595;10,1;0,9439252336448598;0,011256281407035176;28,0;0,003755537065354967;-0,01223152148031711;-0,00037759894899445955;-0,014837853831513861;0,04075603040471498;0,9846812640495748;0,10564993761547761;0,22512562814070336;0,66881028938907;0,845951962616823;3,3179786798722666;0,95
0,0611;10,1;0,9439252336448598;0,011658291457286434;29,0;0,0011395863964362468;0,0012279497254249515;-0,012076836648312151;0,005335880363831575;0,03926179928740681;0,9831870329322666;0,15559602483278204;0,2331658291457285;0,7120176848874624;0,8622448598130847;2,6519160452510664;0,95
0,0627;10,1;0,9439252336448598;0,01206030150753769;30,0;-0,007348566130332468;0,0038419354187813424;-0,006181487283375158;-0,02026916198925102;0,03728893891400864;0,9812141725588684;0,214973922788695;0,24120603015075362;0,7497990353697777;0,8785377570093464;2,3188847279404663;0,95
0,0643;10,1;0,9439252336448598;0,012462311557788944;31,0;-0,001178525983946856;0,004693794551098613;-0,0008294276171746054;0,008683241516751808;0,03484529930713931;0,9787705329519991;0,23913457569861105;0,24924623115577874;0,7690916398713854;0,8948306542056081;1,1841113504376808;0,95
0,0659;10,2;0,9532710280373832;0,012864321608040201;32,0;-0,023643783239781984;0,0002519650474217105;-0,009701030080424182;0,00046868721623575637;0,022594694579860963;0,9758657226172441;0,24757824970204778;0,2572864321608038;0,8209405144694564;0,9111235514018698;3,1822992543012814;0,95
0,0675;10,2;0,9532710280373832;0,013266331658291459;0,0;0,0;0,0;0,0;0,0;0,019240064405348756;0,9725110924427319;0,21397171399530585;0,265326633165829;0,8651527331189742;0,9274164485981315;2,713588511419696;0,95
0,0691;10,3;0,9626168224299066;0,013668341708542713;0,0;0,0;0,0;0,0;0,0;0,0061028885421473555;0,968719710972054;0,17609166931962336;0,2733668341708541;0,8739951768488777;0,9437093457943933;0,5427177022839366;0,95
0,0707;10,3;0,9626168224299066;0,01407035175879397;0,0;0,0;0,0;0,0;0,0;0,001889508605800061;0,9645063310357067;0,10941152638729748;0,2814070351758792;0,9009244372990386;0,960002242990655;1,652822093319266;0,95
0,0723;10,2;0,9532710280373832;0,014472361809045228;0,0;0,0;0,0;0,0;0,0;0,0066163197389852435;0,9598873477763684;0,0913192012550433;0,28944723618090434;0,9198151125401961;0,9762951401869167;1,159442363970229;0,95
0,0739;10,1;0,9439252336448598;0,014874371859296482;0,0;0,0;0,0;0,0;0,0;0,01095551450895682;0,9548807481538166;0,06517297527723612;0,29748743718592946;0,9413183279742797;0,9925880373831784;1,319790776008666;0,95
0,0755;9,9;0,9252336448598132;0,01527638190954774;0,0;0,0;0,0;0,0;0,0;0,024272407206179625;0,9495060520659928;0,05975406972723222;0,3055276381909546;0,9517684887459839;1,00888093457944;0,6413936481537431;0,95
0,0771;9,7;0,9065420560747663;0,015678391959798997;0,0;0,0;0,0;0,0;0,0;0,03724218919842304;0,9437842452731894;0,058308739364407655;0,3135678391959797;0,9584003215434115;1,0251738317757018;0,4070382767129525;0,95
0,0787;9,5;0,8878504672897197;0,016080402010050253;0,0;0,0;0,0;0,0;0,0;0,04988723707261311;0,9377377043623328;0,0849357096411244;0,3216080402010048;0,9702572347266912;1,0414667289719635;0,7277351007898238;0,95
0,0803;9,3;0,869158878504673;0,016482412060301505;0,0;0,0;0,0;0,0;0,0;0,0622312355328043;0,9313901140374773;0,15350271447474564;0,3296482412060299;0,9760852090032186;1,0577596261682252;0,35770030377804923;0,95
0,0819;9,2;0,8598130841121495;0,016884422110552764;0,0;0,0;0,0;0,0;0,0;0,06495329295852148;0,924766377070671;0,17932061366791524;0,33768844221105504;0,9788987138263697;1,0740525233644869;0,1726829052721618;0,95
0,0835;9,2;0,8598130841121495;0,01728643216080402;0,0;0,0;0,0;0,0;0,0;0,05807943318175124;0,9178925172939008;0,15416464909921204;0,34572864321608016;0,9841237942122218;1,0903454205607486;0,3206968240768718;0,95
0,0851;9,2;0,8598130841121495;0,017688442211055273;0,0;0,0;0,0;0,0;0,0;0,05098249194549809;0,9107955760576476;0,13842241687394558;0,35376884422110527;0,9903536977491993;1,1066383177570103;0,38236929024550087;0,95
0,0867;9,2;0,8598130841121495;0,018090452261306532;0,0;0,0;0,0;0,0;0,0;0,04369041851219835;0,9035035026243479;0,13689809219212826;0,36180904522613044;0,9957797427652765;1,122931214953272;0,3330313173105976;0,95
0,0883;9,3;0,869158878504673;0,018492462311557788;0,0;0,0;0,0;0,0;0,0;0,026886160500785183;0,8960450390054582;0,11959481720581466;0,36984924623115556;0,9971864951768521;1,1392241121495337;0,08634145263608087;0,95
0,0899;9,3;0,869158878504673;0,018894472361809043;0,0;0,0;0,0;0,0;0,0;0,019290721283973578;0,8884495997886466;0,08243710378884726;0,3778894472361807;0,9977893890675273;1,1555170093457954;0,03700347970117752;0,95
0,0915;9,4;0,8785046728971964;0,0192964824120603;0,0;0,0;0,0;0,0;0,0;0,002242474639360892;0,8807471475365573;0,056630715174417784;0,3859296482412058;0,9979903536977525;1,171809906542057;0,01233449323372584;0,95
0,0931;9,4;0,8785046728971964;0,01969849246231156;0,0;0,0;0,0;0,0;0,0;-0,005536608526781284;0,8729680643704151;0,04734266654343954;0,3939698492462309;1,0000000000000033;1,1881028037383188;0,1233449323372584;0,95
0,0947;9,3;0,869158878504673;0,020100502512562814;0,0;0,0;0,0;0,0;0,0;-0,004015858124444716;0,8651430203802283;0,054009747228972595;0,402010050251256;1,0;2,0;1,0;0,95
0,0963;9,2;0,8598130841121495;0,020502512562814067;0,0;0,0;0,0;0,0;0,0;-0,0025102445838770526;0,8573028395282725;0,07807054875353166;0,41005025125628114;1,0;2,0;1,0;0,95
0,0979;9,1;0,8504672897196262;0,020904522613065326;0,0;0,0;0,0;0,0;0,0;-0,0009889259858640864;0,8494783637337621;0,08344642310411392;0,41809045226130626;1,0;2,0;1,0;0,95
0,0995;8,9;0,8317757009345795;0,021306532663316582;0,0;0,0;0,0;0,0;0,0;0,009924614909327611;0,8417003158439071;-0,0021550430766880107;0,42613065326633137;1,0;2,0;1,0;0,95
0,1011;8,8;0,8224299065420562;0,021708542713567838;0,0;0,0;0,0;0,0;0,0;0,01156925566781708;0,8339991622098732;-0,05370230628563277;0,4341708542713565;1,0;2,0;1,0;0,95
0,1027;8,7;0,8130841121495327;0,022110552763819093;0,0;0,0;0,0;0,0;0,0;0,013320863445734354;0,826404975595267;-0,07628874056366286;0,4422110552763816;1,0;2,0;1,0;0,95
0,1043;8,6;0,8037383177570093;0,022512562814070353;0,0;0,0;0,0;0,0;0,0;0,015208981392690779;0,8189472991497001;-0,06443113190974577;0,4502512562814067;1,0;2,0;1,0;0,95
0,1059;8,6;0,8037383177570093;0,022914572864321605;0,0;0,0;0,0;0,0;0,0;0,007916694423573567;0,8116550121805829;-0,032536611051466255;0,45829145728643184;1,0;2,0;1,0;0,95
0,1075;8,6;0,8037383177570093;0,023316582914572864;0,0;0,0;0,0;0,0;0,0;0,0008178806955453366;0,8045561984525547;0,03676306878798266;0,466331658291457;1,0;2,0;1,0;0,95
0,1091;8,7;0,8130841121495327;0,02371859296482412;0,0;0,0;0,0;0,0;0,0;-0,015406094413631166;0,7976780177359015;0,03830108999621039;0,4743718592964821;1,0;2,0;1,0;0,95
0,1107;8,7;0,8130841121495327;0,024120603015075376;0,0;0,0;0,0;0,0;0,0;-0,022037530836639063;0,7910465813128936;0,007498048894687255;0,48241206030150724;1,0;2,0;1,0;0,95
0,1123;8,7;0,8130841121495327;0,02452261306532663;0,0;0,0;0,0;0,0;0,0;-0,028397280015268866;0,7846868321342638;0,044881875522777157;0,49045226130653236;1,0;2,0;1,0;0,95
0,1139;8,8;0,8224299065420562;0,024924623115577887;0,0;0,0;0,0;0,0;0,0;-0,043807476244881904;0,7786224302971743;0,10896367857815074;0,49849246231155747;1,0;2,0;1,0;0,95
0,1155;8,7;0,8130841121495327;0,025326633165829147;0,0;0,0;0,0;0,0;0,0;-0,04020846765858099;0,7728756444909517;0,07823684158106081;0,5065326633165825;1,0;2,0;1,0;0,95
0,1171;8,7;0,8130841121495327;0,0257286432160804;0,0;0,0;0,0;0,0;0,0;-0,045616862121674706;0,767467250027858;0,010103969054070898;0,5145728643216076;1,0;2,0;1,0;0,95
0,1187;8,6;0,8037383177570093;0,02613065326633166;0,0;0,0;0,0;0,0;0,0;-0,04132188371370171;0,7624164340433076;0,045594523647392866;0,5226130653266329;1,0;2,0;1,0;0,95
0,1203;8,5;0,7943925233644861;0,026532663316582914;0,0;0,0;0,0;0,0;0,0;-0,036651814951117356;0,7577407084133687;0,09893117248702771;0,530653266331658;1,0;2,0;1,0;0,95
0,1219;8,4;0,7850467289719627;0,02693467336683417;0,0;0,0;0,0;0,0;0,0;-0,031590898074572715;0,75345583089739;0,06273198624245047;0,5386934673366831;1,0;2,0;1,0;0,95
0,1235;8,3;0,7757009345794393;0,027336683417085426;0,0;0,0;0,0;0,0;0,0;-0,026125199609133287;0,749575734970306;-0,0240445603513903;0,5467336683417082;1,0;2,0;1,0;0,95
0,1251;8,2;0,7663551401869159;0,027738693467336678;0,0;0,0;0,0;0,0;0,0;-0,020242671424023473;0,7461124687628924;-0,0755042013864542;0,5547738693467333;1,0;2,0;1,0;0,95
0,1267;8,2;0,7663551401869159;0,02814070351758794;0,0;0,0;0,0;0,0;0,0;-0,023278996707716382;0,7430761434791995;-0,10345847597823933;0,5628140703517585;1,0;2,0;1,0;0,95
0,1283;8,2;0,7663551401869159;0,028542713567839193;0,0;0,0;0,0;0,0;0,0;-0,02588024857802873;0,7404748916088871;-0,05700886020794141;0,5708542713567836;1,0;2,0;1,0;0,95
0,1299;8,2;0,7663551401869159;0,02894472361809045;0,0;0,0;0,0;0,0;0,0;-0,02804030498843102;0,7383148351984848;0,013465835410991864;0,5788944723618087;1,0;2,0;1,0;0,95
0,1315;8,2;0,7663551401869159;0,029346733668341708;0,0;0,0;0,0;0,0;0,0;-0,02975507579684311;0,7366000643900728;-0,02558482716547944;0,5869346733668338;1,0;2,0;1,0;0,95
0,1331;8,2;0,7663551401869159;0,029748743718592964;0,0;0,0;0,0;0,0;0,0;-0,031022513808157126;0,7353326263787587;-0,07250621325695064;0,5949748743718589;1,0;2,0;1,0;0,95
0,1347;8,3;0,7757009345794393;0,030150753768844216;0,0;0,0;0,0;0,0;0,0;-0,041188409697352046;0,7345125248820873;-0,060583243049283225;0,603015075376884;1,0;2,0;1,0;0,95
0,1363;8,3;0,7757009345794393;0,03055276381909548;0,0;0,0;0,0;0,0;0,0;-0,04156320442413741;0,7341377301553019;-0,01853368721466313;0,6110552763819092;1,0;2,0;1,0;0,95
0,1379;8,3;0,7757009345794393;0,03095477386934673;0,0;0,0;0,0;0,0;0,0;-0,041496735052642286;0,734204199526797;-0,011775950267447946;0,6190954773869343;1,0;2,0;1,0;0,95
0,1395;8,2;0,7663551401869159;0,031356783919597994;0,0;0,0;0,0;0,0;0,0;-0,03164923181866697;0,7347059083682489;0,05021015687383141;0,6271356783919594;1,0;2,0;1,0;0,95
0,1411;8,1;0,7570093457943925;0,03175879396984925;0,0;0,0;0,0;0,0;0,0;-0,021374454440049928;0,7356348913543426;0,04140746937741689;0,6351758793969845;1,0;2,0;1,0;0,95
0,1427;8,0;0,7476635514018692;0,032160804020100506;0,0;0,0;0,0;0,0;0,0;-0,010682257593871314;0,7369812938079979;-0,0001381725036940388;0,6432160804020096;1,0;2,0;1,0;0,95
0,1443;7,9;0,7383177570093459;0,03256281407035176;0,0;0,0;0,0;0,0;0,0;0,0004156758595437182;0,7387334328688896;0,04673576640549876;0,6512562814070347;1,0;2,0;1,0;0,95
0,1459;7,9;0,7383177570093459;0,03296482412060302;0,0;0,0;0,0;0,0;0,0;0,0025601111569292234;0,7408778681662751;0,10099884265003348;0,6592964824120598;1,0;2,0;1,0;0,95
0,1475;7,8;0,7289719626168225;0,03336683417085427;0,0;0,0;0,0;0,0;0,0;0,01442751900511352;0,743399481621936;0,11032289269443284;0,667336683417085;1,0;2,0;1,0;0,95
0,1491;7,8;0,7289719626168225;0,033768844221105536;0,0;0,0;0,0;0,0;0,0;0,01730960333903908;0,7462815659558616;0,07334229780949242;0,6753768844221101;1,0;2,0;1,0;0,95
0,1507;7,8;0,7289719626168225;0,034170854271356785;0,0;0,0;0,0;0,0;0,0;0,020533958799548113;0,7495059214163706;0,09279048117467094;0,6834170854271352;1,0;2,0;1,0;0,95
0,1523;7,8;0,7289719626168225;0,03457286432160804;0,0;0,0;0,0;0,0;0,0;0,02408099759124427;0,7530529602080668;0,06265610034103819;0,6914572864321603;1,0;2,0;1,0;0,95
0,1539;7,8;0,7289719626168225;0,0349748743718593;0,0;0,0;0,0;0,0;0,0;0,027929855428845185;0,7569018180456677;-0,036389756859824034;0,6994974874371854;1,0;2,0;1,0;0,95
0,1555;7,8;0,7289719626168225;0,03537688442211055;0,0;0,0;0,0;0,0;0,0;0,0320585096027044;0,7610304722195269;-0,08903437640747909;0,7075376884422105;1,0;2,0;1,0;0,95
0,1571;7,8;0,7289719626168225;0,03577889447236181;0,0;0,0;0,0;0,0;0,0;0,036443902903137704;0,7654158655199602;-0,11727509105960225;0,7155778894472357;1,0;2,0;1,0;0,95
0,1587;7,7;0,7196261682242991;0,03618090452261307;0,0;0,0;0,0;0,0;0,0;0,05040786710818623;0,7700340353324854;-0,12291260085923197;0,7236180904522609;1,0;2,0;1,0;0,95
0,1603;7,8;0,7289719626168225;0,036582914572864327;0,0;0,0;0,0;0,0;0,0;0,045888284568150084;0,7748602471849726;-0,11097837287546115;0,731658291457286;1,0;2,0;1,0;0,95
0,1619;7,9;0,7383177570093459;0,036984924623115575;0,0;0,0;0,0;0,0;0,0;0,04155137499144923;0,7798691320007951;-0,012537253649103615;0,7396984924623111;1,0;2,0;1,0;0,95
0,1635;8,0;0,7476635514018692;0,03738693467336684;0,0;0,0;0,0;0,0;0,0;0,03737127488752179;0,785034826289391;0,002528751329794077;0,7477386934673362;1,0;2,0;1,0;0,95
0,1651;8,2;0,7663551401869159;0,037788944723618094;0,0;0,0;0,0;0,0;0,0;0,02397597430057985;0,7903311144874957;-0,06809873603178426;0,7557788944723614;1,0;2,0;1,0;0,95
0,1667;8,5;0,7943925233644861;0,03819095477386934;0,0;0,0;0,0;0,0;0,0;0,0013390492862065395;0,7957315726506926;-0,1379601819565022;0,7638190954773865;1,0;2,0;1,0;0,95
0,1683;8,6;0,8037383177570093;0,038592964824120606;0,0;0,0;0,0;0,0;0,0;-0,0025286050709921737;0,8012097126860172;-0,0935747868841506;0,7718592964824116;1,0;2,0;1,0;0,95
0,1699;8,7;0,8130841121495327;0,03899497487437186;0,0;0,0;0,0;0,0;0,0;-0,00634498583736276;0,8067391263121699;-0,07649095890793998;0,7798994974874367;1,0;2,0;1,0;0,95
0,1715;8,8;0,8224299065420562;0,039396984924623124;0,0;0,0;0,0;0,0;0,0;-0,010136278607541738;0,8122936279345144;-0,08843365548789847;0,7879396984924618;1,0;2,0;1,0;0,95
0,1731;8,8;0,8224299065420562;0,03979899497487437;0,0;0,0;0,0;0,0;0,0;-0,004582510914630911;0,8178473956274253;-0,04245609965443964;0,7959798994974869;1,0;2,0;1,0;0,95
0,1747;8,7;0,8130841121495327;0,04020100502512563;0,0;0,0;0,0;0,0;0,0;0,010290997277225045;0,8233751094267577;-0,06511418574677615;0,804020100502512;1,0;2,0;1,0;0,95
0,1763;8,7;0,8130841121495327;0,04060301507537689;0,0;0,0;0,0;0,0;0,0;0,015767974000549634;0,8288520861500823;-0,09412088108775028;0,8120603015075372;1,0;2,0;1,0;0,95
0,1779;8,6;0,8037383177570093;0,04100502512562815;0,0;0,0;0,0;0,0;0,0;0,03051609222489926;0,8342544099819086;-0,06030617893015056;0,8201005025125623;1,0;2,0;1,0;0,95
0,1795;8,5;0,7943925233644861;0,041407035175879396;0,0;0,0;0,0;0,0;0,0;0,04516653472072685;0,8395590580852129;-0,04422026208692924;0,8281407035175874;1,0;2,0;1,0;0,95
0,1811;8,5;0,7943925233644861;0,04180904522613066;0,0;0,0;0,0;0,0;0,0;0,05035149716458387;0,8447440205290699;-0,032498907733419055;0,8361809045226125;1,0;2,0;1,0;0,95
0,1827;8,6;0,8037383177570093;0,042211055276381915;0,0;0,0;0,0;0,0;0,0;0,04605009609795285;0,8497884138549622;-0,034661343246812464;0,8442211055276376;1,0;2,0;1,0;0,95
0,1843;8,8;0,8224299065420562;0,042613065326633164;0,0;0,0;0,0;0,0;0,0;0,03224268109907191;0,8546725876411281;-0,05074614807967623;0,8522613065326627;1,0;2,0;1,0;0,95
0,1859;9,0;0,8411214953271029;0,043015075376884426;0,0;0,0;0,0;0,0;0,0;0,018256728137879485;0,8593782234649824;-0,04923031093093943;0,8603015075376879;1,0;2,0;1,0;0,95
0,1875;9,3;0,869158878504673;0,04341708542713568;0,0;0,0;0,0;0,0;0,0;-0,005270452796802938;0,8638884257078701;-0,019055041042743043;0,868341708542713;1,0;2,0;1,0;0,95
0,1891;9,6;0,897196261682243;0,04381909547738694;0,0;0,0;0,0;0,0;0,0;-0,02900845798817242;0,8681878036940706;-0,03553694655772852;0,8763819095477381;1,0;2,0;1,0;0,95
0,1907;9,8;0,9158878504672898;0,044221105527638194;0,0;0,0;0,0;0,0;0,0;-0,04362530576068724;0,8722625447066026;-0,019259824369031626;0,8844221105527632;1,0;2,0;1,0;0,95
0,1923;9,9;0,9252336448598132;0,04462311557788945;0,0;0,0;0,0;0,0;0,0;-0,04913316738396134;0,8761004774758518;-0,02020929267456895;0,8924623115577883;1,0;2,0;1,0;0,95
0,1939;9,9;0,9252336448598132;0,045025125628140705;0,0;0,0;0,0;0,0;0,0;-0,045542519066872234;0,879691125792941;-0,004867348572174328;0,9005025125628134;1,0;2,0;1,0;0,95
0,1955;9,9;0,9252336448598132;0,04542713567839196;0,0;0,0;0,0;0,0;0,0;-0,04220789290204585;0,8830257519577673;0,03167853681400218;0,9085427135678386;1,0;2,0;1,0;0,95
0,1971;9,8;0,9158878504672898;0,04582914572864322;0,0;0,0;0,0;0,0;0,0;-0,029790460635861105;0,8860973898314287;0,023336779780623814;0,9165829145728637;1,0;2,0;1,0;0,95
0,1987;9,8;0,9158878504672898;0,04623115577889447;0,0;0,0;0,0;0,0;0,0;-0,026986983143323484;0,8889008673239663;-0,0010807166391927706;0,9246231155778888;1,0;2,0;1,0;0,95
0,2003;9,8;0,9158878504672898;0,046633165829145735;0,0;0,0;0,0;0,0;0,0;-0,02445503225668333;0,8914328182106065;-0,019559759392145742;0,932663316582914;1,0;2,0;1,0;0,95
0,2019;9,8;0,9158878504672898;0,047035175879396984;0,0;0,0;0,0;0,0;0,0;-0,022196167234694197;0,8936916832325956;0,006358424792424099;0,9407035175879391;1,0;2,0;1,0;0,95
0,2035;9,8;0,9158878504672898;0,04743718592964824;0,0;0,0;0,0;0,0;0,0;-0,02021014996531878;0,895677700501971;-0,0005813107360354098;0,9487437185929642;1,0;2,0;1,0;0,95
0,2051;9,8;0,9158878504672898;0,0478391959798995;0,0;0,0;0,0;0,0;0,0;-0,01849496517457505;0,8973928852927148;-0,07047770823835303;0,9567839195979894;1,0;2,0;1,0;0,95
0,2067;9,8;0,9158878504672898;0,04824120603015075;0,0;0,0;0,0;0,0;0,0;-0,017046851103847294;0,8988409993634425;-0,1438290478575821;0,9648241206030145;1,0;2,0;1,0;0,95
0,2083;9,8;0,9158878504672898;0,048643216080402014;0,0;0,0;0,0;0,0;0,0;-0,01586034044870832;0,9000275100185815;-0,18151537683419097;0,9728643216080396;1,0;2,0;1,0;0,95
0,2099;9,8;0,9158878504672898;0,04904522613065327;0,0;0,0;0,0;0,0;0,0;-0,014928311291690255;0,9009595391755996;-0,17052942914759162;0,9809045226130647;1,0;2,0;1,0;0,95
